inga,espanol
28 Tupudiru kachariuraka sug chunga tupusinami jundu karka. Chimanda mailla karulla riskapika ikuti tupudiru kacharirkakuna. Chipika kanchis tupulla  ña tukugsamurka.,28 Echaron la sonda y hallaron veinte brazas. Pasando un poco más adelante volvieron a echar la sonda y hallaron quince brazas.
29 Iaku uku piñapi takaringapa manchaspa barkuta saiachidiru chusku llasa irukunatami barku wasa ladu kacharirkakuna saiachingapa.  Chasa kacharispaka askurintimi iuianakurka: “¡Amalai utka pakaripuantra!”.,29 Temiendo dar en escollos echaron las cuatro anclas de la popa y ansiaban el amanecer.
30 Barkuta pusagkunaka alpama mitikungapa iuiaiwa uchulla kanuata  iakuma uraikuchii kallarirkakuna kasa llullaspa:  —Barku ñugpa ladu saiachidiru irukunatami iakuma uraikuchingapa kanchi.,30 Como los marineros procuraban huir de la nave y echaron el esquife al mar simulando que iban a largar las anclas de la proa
31 Pabloka kapitanta suldadukunawanta kasa mi nirka:  —Kai nukanchita pusagkuna rigpikunaka kamkunaka wañuita mana  kispiringapa kangichichu.,31 Pablo dijo al centurión y a los soldados: — Si éstos no quedan en la nave vosotros no podréis salvaros.
32 Chasa niura suldadukunaka chi uchulla kanuata chariraiaska waskakunata kuchuspa urmachirkakuna.,32 Entonces los soldados cortaron las amarras del esquife y dejaron que se perdiera.
33 Pakarii suia na kunkama Pabloka tukuikunata nirka:  —Maillapas mikuichi. Ña chunga chusku punchami suiaspa mana  mikuspalla kangichi.,33 Cuando comenzó a amanecer Pablo animaba a todos a comer algo diciendo: — Este es el decimocuarto día que veláis y seguís en ayunas sin comer nada.
34 Chimandami niikichita: maillapas mikuichi;  chasaka mas wapulla tukungapa. Kam kikinkunapa umamanda ñi sug  agcha mana kichui tukungapa kangichichu.,34 Por tanto os ruego que comáis algo pues esto es para vuestra salud; porque no perecerá ni un cabello de la cabeza de ninguno de vosotros.
35 Chasa nispaka sug tanda apispa tukuikunapa ñawipi “Pai Siñur” Taita  Diusta nispa tandata chaugpispa mikuimi kallarirka.,35 Habiendo dicho esto tomó pan dio gracias a Dios en presencia de todos y partiéndolo comenzó a comer.
36 Chasa kawaspaka  tukuikunata alli iuiachigsamurkakunata. Chiura paikunapas mikui kallarirkakuna.,36 Y cuando todos recobraron mejor ánimo comieron ellos también.
37 Chi barkupi iskai *patsa kanchis chunga sugtakunami karkanchi.,37 Eramos en total 276 personas en la nave.
38 Ña  sagsagta mikuspaka triguta iakuma sitarkakuna barkuta shamaiachingapa.  Barku puchukariskamanda,38 Luego satisfechos de la comida aligeraban la nave echando el trigo al mar.
39 Ña pakariuraka mana iacharirkakunata maikan alpama chaianakug-  rigta. Chi barkumanda sug suma plaiami kawarkanchi. Chasa kawaspaka  barkuta pusagkuna iuiarirkakuna: “Pudintranchipash chi plaiama barkuta chaiachigringapa”.,39 Cuando se hizo de día no reconocían la tierra; pero distinguían una bahía que tenía playa en la cual de ser posible se proponían varar la nave.
40 Chasa iuiarispaka barkuta saiachidiru irukunata  kacharispa iaku ukuma urmachirkakuna. Barkuta kaima chima pusag  palakuna wataraiaskakunata paskarkakuna mana muruchulla ringapa.  Ñugpa ladu purichidiru linsuta awama churarkakuna; chi linsuwaka waira  tangaspa alpama chaiachigringapa.,40 Cortaron las anclas y las dejaron en el mar. A la vez soltaron las amarras del timón izaron al viento la vela de proa e iban rumbo a la playa.
41 Ña kailla rinakuskapika iskandi ladu  iaku jundu chaugpipika awalla ñutu alpa tiaskapimi pambarigrirka. Chiura  chi barku ñugpa ladu pambarispaka urai singa kasilla kidagsamurka. Ikuti  kati ladutaka iapa sinchi iaku piakugrispa pakichiimi kallarirka.,41 Pero al dar en un banco de arena entre dos corrientes hicieron encallar la nave. Al enclavarse la proa quedó inmóvil mientras la popa se abría por la violencia de las olas.
42 Chasa tukugsamug manda suldadukunaka nirka kuna:  —Kaipi prisu apanakuskata tukuikunatami wañuchii chaiaku. Mana  kagpika iakupi waitaspami mitikungakuna.,42 Entonces los soldados acordaron matar a los presos para que ninguno se escapara nadando;
43 Ikuti paikunata kapitanka Pablota kispichingapa iuiaspa nirka:  —Chasa *mana chaiachu—. Kasapasmi nirka— Waitangapa pudigkunaka  ñugpa iakuma *saltaichi tustama llugsingapa.,43 pero el centurión queriendo librar a Pablo frustró su intento. Mandó a los que podían nadar que fueran los primeros en echarse para salir a tierra;
44 Ikuti mana pudigkunaka  barkumanda pakiriska tablakunapi u imapipas wangurispa llugsiichi.  Chasapimi tukuikuna alpama kaugsa llugsirkanchi.  Malta alpapi Pablo kaskamanda,44 y a los demás unos en tablas y otros en objetos de la nave. Así sucedió que todos llegaron salvos a tierra.
<CAP>,Capítulo 28
1 Chasa kispiriskauramanda iachagsamurkanchimi chi alpa  Malta suti kagta.,1 Una vez a salvo supimos luego que la isla se llamaba Malta.
2 Chi alpapi kaugsagkunaka tukui nukanchita iapa allillami chaskirkakuna. Tamiawa iapa chiri kagmanda achka  nina churaspami nukanchita kunungapa kaiarkakuna.,2 Los nativos nos trataron con no poca amabilidad pues nos recibieron a todos y encendieron un fuego a causa de la lluvia que caía y del frío.
3 Pablo chamisa  tandachispa chi ninapi sitakuura sug kanidur kulibraka nina rupakuskanigmanda mitikukuspa paipa makipimi *saltaspa wangurirka.,3 Entonces al recoger Pablo una cantidad de ramas secas y echarlas al fuego se le prendió en la mano una víbora que huía del calor.
4 Makipi  chasa wanguriskata kawaspaka chipi kaugsanakug kikinpura nirkakuna:  —Kai runaka wañuchidurchar ka. Iakumanda kispigpipas justisiag  diusmi kawaku. Chimandami wañungapa ka.,4 Cuando los nativos vieron la serpiente colgada de su mano se decían unos a otros: “¡Seguramente este hombre es homicida a quien aunque se haya salvado del mar la justicia no le deja vivir! ”
5 Pabloka chi kulibrata ninama chabsirispa sitarka. Ñi imapas mana paita  tukurka.,5 Entonces él sacudió la serpiente en el fuego pero no padeció ningún mal.
6 Chipi kawanakugka iuiaspa suianakurka: “Maki pungingami;  diulpillami wañuska urmanga”. Ña unai suianakuspaka kawarkakuna ñi  ima mana tukugta. Chiura sug rigcha iuiarispa nirkakuna:  —Kai diuschar ka.,6 Mientras tanto ellos esperaban que comenzara a hincharse o que cayera muerto de repente. Pero al pasar mucho tiempo esperando y al ver que no le pasaba nada malo cambiaron de parecer y decían que era un dios.
7 Mana iapa karullapi kaugsakurka chi alpata mandag Publio suti. Chi  runapa wasipi kimsa punchami iapa sumaglla karkanchi.,7 En aquellos lugares estaban las propiedades del hombre principal de la isla que se llamaba Publio. Este nos recibió y nos hospedó de manera amistosa por tres días.
8 Chi mandagpa  taita iapa rupaiwa i iawar *ialichiiwami sirikurka. Chasa iachaspaka Pabloka  ungugpagma rirka. Nispaka Taita Diusta mañapuspa umapi maki churaspa  aliachirka.,8 Aconteció que el padre de Publio estaba en cama enfermo de fiebre y disentería. Pablo entró a donde él estaba y después de orar le impuso las manos y le sanó.
9 Chasa iachariura chi alpapi kaugsanakug tukui ungugkunata  Pablopagma pusarkakuna “Ambipuai” mañangapa.,9 Después que sucedió esto los demás de la isla que tenían enfermedades también venían a él y eran sanados.
10 Tukui ambirigkunaka  nukanchita sumagllami: “Pai Siñur” nirkakuna. Nukanchi ña chi alpamanda  llugsinakuura nukanchita tukui ima ministiskami kararkakuna.  Romama Pablo riskamanda,10 También ellos nos honraron con muchos obsequios y antes que zarpáramos nos abastecieron de las cosas necesarias.
11 Kimsa killa *ialiuraka nukanchita chaiarkami sug barku Kástor i  Pólux suti diuskunapa imajin tiaskapi iaikungapa. Chi barku Alejandría  puiblumanda chaiagrispa tamia punchakuna kagmanda chi Malta alpallapita chisiaska karka.,11 Así que después de tres meses zarpamos en una nave alejandrina que había invernado en la isla y que tenía por insignia a Cástor y Pólux.
12 Chi barkupi llugsispaka Sirakusa suti patama  chaiagrirkanchi. Chipika kimsa punchami karkanchi.,12 Habiendo arribado a Siracusa estuvimos allí tres días.
13 Chimanda  llugsispaka alpa pata pata *ialispa Rejio sutima chaiagrirkanchi. Kaiandika alli makinigmanda suma waira chaiagsamurka. Chi wairawaka sug  kaiandi Puteoli sutimami chaiagrirkanchi.,13 De allí costeando alrededor fuimos a Regio; y un día después se levantó el viento del sur y llegamos al segundo día a Puteoli.
14 Chipika Jesuswa tukuskakunawami kawanakurkanchi. Paikunaka nukanchita mañarkakuna:  —Kaillapi nukanchiwa chisiaichi sug kanchis puncha—. Chimanda  chakiwa Romama rirkanchi.,14 Allí hallamos hermanos y fuimos invitados a quedarnos con ellos siete días. Y de esta manera llegamos a Roma.
15 Romapi kaugsag Jesuswa tukuska kunaka nukanchi chaia na kugta  iachaspa Foro de Apio i Kimsa Tabirna sutikunama llugsirkakuna  nukanchita tupangapa. Chi runakunata kawaspa Pabloka Taita Diusta  “Pai Siñur” nispa alli iuiachiiwami tukugsamurka.,15 Al oír de nosotros los hermanos vinieron hasta la plaza de Apio y las Tres Tabernas para recibirnos. Pablo al verlos dio gracias a Dios y cobró ánimo.
16 Nukanchi ña Romama chaiag riura kapitanka Pablota sakirka sug  wasipi suldadu kawakungapa.  Romapi Pablo kaskamanda,16 Cuando llegamos a Roma a Pablo le fue permitido vivir aparte con un soldado que le custodiaba .
17 Kimsa puncha *ialiura Pabloka chipi judiukuna kaugsa na kuskapura  taitakunatami kaiarka. Paikuna ña tandariska kauraka nirka:  —Taitakuna nuka nukanchipa runakunata ñi imapi jiru mana ruraska kanichu. Chasallata nukanchipa ñugpamanda taitakuna imasa willaraiaskamanda  sug rigcha ñi ima mana iachachiska kanichu. Chasa kagpipas nukata Jerusalenpi karsilpi chariwaspa Romamanda taitakunapa makimami Sesareama  kachawarkakuna.,17 Aconteció que tres días después Pablo convocó a los que eran los principales de los judíos y una vez reunidos les dijo: — Hermanos sin que yo haya hecho ninguna cosa contra el pueblo ni contra las costumbres de los padres desde Jerusalén he sido entregado preso en manos de los romanos.
18 Chi taitakunaka nukata tukui tapuchiwaspa mana tariwarkakunachu nuka ima jiru ruraska kagta wañuchii tukungapa. Chimandami  kachariwangapa munanakurka.,18 Habiéndome examinado ellos me querían soltar porque no había en mí ninguna causa digna de muerte.
19 Judiukuna iapa juchachiwanakugmandami  iukarkani mañanga: “Kachawai Romapi iaia mandagpa ñawipi tapuchiwachukuna”. Chasa mañaspapas nukapa waugki judiukunamanda kuntra mana  imapipas rimangapa kanichu.,19 Pero como los judíos se oponían yo me vi forzado a apelar al César no porque tenga de qué acusar a mi nación.
20 Chimandami kaiarkaikichita kamkunawa  kawanakuspa willangapa. Tukui Israelmanda runakunawa Taita Dius agllaska  Cristota suiakugmandami nuka kaipi kasa kadinawa chariwanakú.,20 Así que por esta causa os he llamado para veros y hablaros porque por la esperanza de Israel estoy ceñido con esta cadena.
21 Chiuraka ainirka kuna:  —Nukanchi Judea alpamanda ñi ima kartapi kammanda mana iacharkanchichu. Chasallata nukanchipura chaiamuspaka ñi maikanpas kammanda  ñi ima mana allilla ruraskamanda mana willankunachu.,21 Entonces ellos dijeron: — Nosotros no hemos recibido cartas de Judea tocante a ti y ninguno de los hermanos que ha venido ha denunciado o hablado algún mal acerca de ti.
22 Ikuti kamsina  chi Jesuswa iuiarigkunamandaka iacharikumi tukuipi kuntrasinalla rimanakugta. Chimandami munanchi kam ima iuiakugta iachangapa.,22 Pero queremos oír de ti lo que piensas porque nos es conocido acerca de esta secta que en todas partes se habla en contra de ella.
23 Chipika iuiarirkakuna ima puncha tukuikuna tandarispa rimanakungapa.  Chi puncha chaiauraka achka judiukuna Pablo kaskama tandarigrirkakuna.  Chiura paika tutatamandata kallarirka chisiagta Taita Dius imasa sumaglla mandakuskamanda willangapa. Imasa Moisés niskawa i Santu Ispirituwa  ñugpamanda rimagkuna willaskawa Jesusmanda iuiachikurka.,23 Habiéndole fijado un día en gran número vinieron a él a donde se alojaba. Desde la mañana hasta el atardecer les exponía y les daba testimonio del reino de Dios persuadiéndoles acerca de Jesús partiendo de la Ley de Moisés y de los Profetas.
24 Chipi uiag pura sugkunaka Pablo ima rimakuskata suma uiagsamurkakuna. Ikuti sugkunaka mana munarkakuna.,24 Algunos quedaban convencidos por lo que decía pero otros no creían.
25 Chasaka sugllasina  mana iuiarispalla llugsirkakuna. Llugsinakuura Pabloka kasami nirka:  —Isaías suti runawa Santu Ispíritu kamkunapa ñugpamanda taitakunata allillami rimarka,25 Como ellos no estaban de acuerdo entre sí se iban cuando Pablo les dijo una última palabra: — Bien habló el Espíritu Santo por medio del profeta Isaías a vuestros padres diciendo:
26 kasa nispa:  Kai alpapi kaugsanakuskata nigrii:  “Rinriwa uiaspapas mana uiagsinami tukunkangichi.  Ñawiwa kawaspapas mana kawagsinami tukunkangichi”.,26 Vé a este pueblo y diles: “De oído oiréis y jamás entenderéis; y viendo veréis y nunca percibiréis. ”
27 Kai runa kunapa iuiai  iana tutapi kagsinami tukugsamurkakuna.  Rinri tapariskasinami tukugsamurkakuna.  Ñawi wichkaskasinami tukugsamurkakuna.  Chasaka paikuna  mana ñawiwa kawagsina  mana rinriwa uiagsina  mana iuiai iukagsinami tukungapa kankuna.  Mana munankuna  nukawa tigramungapa.  Tigramugpika  nukami ambintranikunata.,27 Porque el corazón de este pueblo se ha vuelto insensible y con los oídos oyeron torpemente. Han cerrado sus ojos de manera que no vean con los ojos ni oigan con los oídos ni entiendan con el corazón ni se conviertan. Y yo los sanaré.
28 —Chimanda kasa iachaichi: Taita Dius mana judíu kagkuna-  pagmami kacharka pai imasa kispichingapa kaskamanda willangapa.  Paikunami allilla uiangapa kankuna.,28 Sabed pues que a los gentiles es anunciada esta salvación de Dios y ellos oirán.
29 Pablo chasa niura judiukunaka kikinpura iapa rima rispa ainichirinakuspa llugsirkakuna.,29 Y cuando él dijo estas cosas los judíos se fueron porque tenían una fuerte discusión entre sí.
30 Pabloka iskai intiru watami pai pagakuska wasipi chisiarka. Tukui paipagma chaiagriskakunata sumami chaskikurka.,30 Pablo permaneció dos años enteros en una casa que alquilaba. A todos los que venían a él les recibía allí
31 Taita Dius imasa sumaglla  mandakuskamanda willaspa Iaia Jesucristomanda iachachispa karka mana  manchaspalla. Pai ima iachachikuskata ñi pi mana pudirkakunachu ningapa:  —Ama chasa rurakui.,31 predicando el reino de Dios y enseñando acerca del Señor Jesucristo con toda libertad y sin impedimento.
ROMA PUIBLUPI  CRISTOWA  TUKUSKAKUNATA  SAN PABLO KARTA  KACHASKAMANDA,ROMANOS
<CAP>,Capítulo 1
1 Nuka Jesucristopa lutrinsinami kani. Taita Dius agllaska  kachamuskami kani paimanda Alli Willaita willaspa puringapa.,1 Pablo siervo de Cristo Jesús llamado a ser apóstol; apartado para el evangelio de Dios
2 Santu Ispirituwa rimagkunawami ñugpamanda librupi niska karka chi  Alli Willaita willagsamungapa.,2 que él había prometido antes por medio de sus profetas en las Sagradas Escrituras
5 Taita Diusmi Jesucristowa  nukanchita iapa kuiaspa agllaspa kacharka Alli Willaita willaspa puringapa;  chasaka tukui puiblu niraiaskakunamanda kaugsagkuna paimanda uiaspa  paiwa suma iuiarispa pai ima niskata ruraspa kaugsangapa.,5 Por él recibimos la gracia y el apostolado para la obediencia de la fe a favor de su nombre en todas las naciones
6 Kamkunapas  chasallata agllaskakunami kangichi Jesucristopa kangapa.,6 entre las cuales estáis también vosotros los llamados de Jesucristo.
7 Romapi kaugsanakuskatami kai karta kachaikichita. Tukui kamkunata  Taita Dius iapa kuiaspa agllarkami paimandalla kaugsangapa. Nukanchipa  Taita Dius i Iaia Jesucristo kamkunata kuiaspa suma iuiaiwa kawapuachu.  San Pablo Romama chaiagringapa munakuskamanda,7 A todos los que estáis en Roma amados de Dios llamados a ser santos: Gracia a vosotros y paz de parte de Dios nuestro Padre y del Señor Jesucristo.
8 Kamkuna Jesucristowa suma iuiarigkuna kaskamanda tukui alpapimi  iacharí. Chimandami tukuimanda ñugpa tukui kamkunamanda nukapa  Taita Diusta: “Pai Siñur” nini Jesucristota iuiarispa.,8 Primeramente doy gracias a mi Dios por medio de Jesucristo con respecto a todos vosotros porque vuestra fe es proclamada en todo el mundo.
9 Taita Dius ima  niskata nuka tukui iuiaiwa ruraspa paipa wambramanda Alli Willaita  willagmi kani; paimi iachá nuka kamkunamanda paita mana kungarispalla  mañakugta.,9 Porque Dios a quien sirvo en mi espíritu en el evangelio de su Hijo me es testigo de que sin cesar me acuerdo de vosotros siempre en mis oraciones
10 Paitami tukuipi mañakuni pai munagpika nuka imasapas  kamkunapagma chaiagringapa.,10 rogando que si de alguna manera por la voluntad de Dios por fin yo sea bien encaminado para ir a vosotros.
11 Iapami munanakuikichita kawagringapa;  *chiwanka Santu Ispirituwa imapas kamkunata karaspa tukuipi allilla  charingapakunata.,11 Porque deseo veros para compartir con vosotros algún don espiritual a fin de que seáis afirmados.
12 Chasallata nuka kamkunawa Jesucristowa iuiagkuna  kagmanda parijuma sumaglla iuiachinakungapami kagringapa munakuni.,12 Esto es para ser animado juntamente con vosotros por la fe que nos es común a vosotros y a mí.
13 Taitakuna i mamakuna nuka munanimi kamkuna kasa iachangapa:  achka biajimi nuka munakurkani kamkunapagma chaiagringapa. Chasa  munakuspapas imamandachar arkarispa kunankama manara pudiriwá  ringapa. Kamkunawa kagrispa munakunimi achka runakuna manara  Cristowa tukuskakunata tandachingapa paimandalla kangapakuna;  imasami sug alpakunapi rurarkani: chasallata.,13 Pero no quiero hermanos que ignoréis que muchas veces me he propuesto ir a vosotros (y hasta ahora he sido impedido) para tener algún fruto también entre vosotros así como entre las demás naciones.
14 Chaiawakumi tukuipi  griegokunata i augkakunata Alli Willaita willagringapa. Chasallata  iachagkunata i ñi ima mana iachagkunatapas Alli Willaita willagringapami  chaiawaku.,14 Tanto a griegos como a bárbaros tanto a sabios como a ignorantes soy deudor.
15 Chimandami munakuni nukanchipa Taitiku chasa munagpika  kamkuna Romapi kaugsanakuskatapas Alli Willaita willagringapa.  Alli Willaita uiaspa suma iuiarigkuna kispiringapa pudiskamanda,15 Así que en cuanto a mí pronto estoy para anunciaros el evangelio también a vosotros que estáis en Roma.
16 Nukata ñi imapi mana manchawanchu Alli Willaita willaspa puringapa.  Tukui chita uiaspa suma iuiarigkunata Taita Diusmi pudí kispichingapa.  Ñugpa judiukuna; nispaka mana judíu kagkunapasmi pudinkuna kispichii  tukunga.,16 Porque no me avergüenzo del evangelio; pues es poder de Dios para salvación a todo aquel que cree al judío primero y también al griego.
17 Chi Alli Willaipi kasami niraiá: chita uiagkuna Cristowa  suma iuiarispallami Taita Diuspa ñawipi mana pandarig niraiankuna.  Chasallatami ñugpamanda librupi willaraiá kasa nispa:  Taita Diuspa ñawipi alli  kawarig runaka  paiwa suma iuiarispallami  kaugsanga.  Tukui runakuna pandarig kaskakunamanda,17 Porque en él la justicia de Dios se revela por fe y para fe como está escrito: Pero el justo vivirá por la fe.
18 Runakuna Taita Diusta mana manchaspalla tukuipi jiru ruraspalla  kaugsagkuna sutipa Alli Willaita mana uiangapa munankunachu. Chi  runakunawa Taita Dius pai iapa rabiarispa kagtami suma luarmanda  kawachimungapa ka.,18 Pues la ira de Dios se manifiesta desde el cielo contra toda impiedad e injusticia de los hombres que con injusticia detienen la verdad.
19 Chi runakuna Taita Diusmanda ima iachariskata  allillami iachankuna. Taita Diusllatatami paikunata kawachimurka.,19 Porque lo que de Dios se conoce es evidente entre ellos pues Dios hizo que fuese evidente.
20 Taita  Diusta mana kawaspapas pai wiñachiskakunata kawaspami paimanda allilla  iachankuna pai tiagta. Kai alpa tiaskauramandata chi alpallawantami allilla  kawachí Taita Dius diltudupa tukui pudig tiagta. Chimandaka paikuna  mana ningapa pudinkunachu: “Nukanchi mana iacharkanchichu”.,20 Porque lo invisible de él — su eterno poder y deidad — se deja ver desde la creación del mundo siendo entendido en las cosas creadas; de modo que no tienen excusa.
21 Taita  Diusmanda chasa iachaspapas mana paita nirkakunachu: “Kam iapa suma  atun Taita Diusmi kangi” u “Pai Siñur”. Chasapaka ianga iuiaikunallawami  kankuna. *Chiwanka paikunapa iuiaika mana iuiaiiugmi tukuska kankuna.  Iana tutapisinami kaugsanakú.,21 Porque habiendo conocido a Dios no le glorificaron como a Dios ni le dieron gracias; más bien se hicieron vanos en sus razonamientos y su insensato corazón fue entenebrecido.
22 “Nukanchi iachami kanchi” nigpikunapas  paikuna upami tukuska kankuna.,22 Profesando ser sabios se hicieron fatuos
23 Taita Dius mana wañugta: “Kam iapa  suma atunmi kangi” ningataka wañunga runakunasina rigcha ruraskatami  iuiarispa munanakú. Chasallata piskukunasina chusku chakiiugkunasina i  kulibrakunasina rigcha ruraskakunatapasmi iuiarispalla kaugsanakú.,23 y cambiaron la gloria del Dios incorruptible por una imagen a la semejanza de hombre corruptible de aves de cuadrúpedos y de reptiles.
24 Chimandami Taita Dius paikunata sakirka imasa jiru iuiaskasina  ruraspa kaugsangapa. Chasa sakii tukuspami pai kikinpura tukui  pingaipa ruranakuspa kaugsanakú.,24 Por tanto Dios los entregó a la impureza en las pasiones de sus corazones para deshonrar sus cuerpos entre sí.
25 Taita Diusmanda sutipa Alli  Willaita uiangataka llulla willaikunatami paikuna uianakú. Chasallata  Taita Dius wiñachigta kungurispa pai ima niskata munangataka pai  wiñachiskakunatami iuiarispa munanakú. Pai Taita Diusta nukanchi  nisunchi: “Kam imaurapas iapa suma atunmi kangi. Chasa kachu”.,25 Ellos cambiaron la verdad de Dios por la mentira y veneraron y rindieron culto a la creación antes que al Creador ¡quien es bendito para siempre! Amén.
26 Chimandami Taita Dius paikunata sakirka iapa pingaipa  jiru iuiaikunata ruraspa kaugsangapakuna. Chasaka paikunapa  warmikuna kariwa kaugsanakuskata sakispa kikin warmipura mana  ruradirukunatami ruranakuspa kaugsanakú.,26 Por esta causa Dios los entregó a pasiones vergonzosas; pues sus mujeres cambiaron las relaciones naturales por relaciones contra naturaleza.
27 Chasallata karikunapas  warmiwa kaugsanakuskata sakispa askurintimi munanakú kikin  karipura mana ruradirukunata ruranakungapa. Karipuralla pingaiachig  ruradirukunatami ruranakuspa kaugsanakú. Chasa pandarigkuna pai  kikinkunapa kuirpupimi llakii nanai iukangapa kankuna.,27 De la misma manera también los hombres dejando las relaciones naturales con la mujer se encendieron en sus pasiones desordenadas unos con otros cometiendo actos vergonzosos hombres con hombres y recibiendo en sí mismos la retribución que corresponde a su extravío.
28 Paikuna mana Taita Diusta rigsingapa munaskamandami pai Taita  Dius sakirka paikuna jirulla iuiangapa; chasaka mana chaiaskakunata  ruraspa kaugsangapakuna.,28 Como ellos no aprobaron tener en cuenta a Dios los entregó Dios a una mente reprobada para hacer lo que no es debido.
29 Paikuna chasa tukui sug rigcha sug  rigcha jiru iuiaikunawa junda kaspa jirumi tukuipi rurankuna.  Kikinmandallami sugkunapata munarinkuna. Tukuipi jiru rurangapa  iuiaspallami purinakú. Sugkunata jiru iuiaspallami kawankuna.  Wañuchinkunami. Piñachirinakuspallami rimanakú. Llullachinkunami.  Sugkunamanda wasami rimankuna.,29 Se han llenado de toda injusticia maldad avaricia y perversidad. Están repletos de envidia homicidios contiendas engaños mala intención.
30 Sugkunamanda iangami  juchachinkuna. Taita Diusta mana munankunachu. Ainirinkunami.  Atun tukuspa nirinkunami: “Nuka sugkunamanda masmi kani”.  Maskankunami imasa sug rigcha jirupas rurangapa. Paikunapa  taitata i mamata mana uiankunachu.,30 Son contenciosos calumniadores aborrecedores de Dios insolentes soberbios jactanciosos inventores de males desobedientes a sus padres
31 Mana munankunachu alli  iuiai apingapa. Paikuna rurangapa niskata mana rurankunachu. Mana  pitapas *kuiankunachu. Mana pitapas pasinsiankunachu. Ñi mailla mana  pimandapas llakinkunachu.,31 insensatos desleales crueles y sin misericordia.
32 Chasa jiru ruragkunatami Taita Dius niska  ka: paikunata wañungapami chaiá. Taita Dius chasa niskata iachaspapas  mana sakinkunachu chasakunata rurangapa. Sugkunapas chasallata jiru  ruranakuskata paikuna kawaspa alli iuiachiiwami tukunkunata.  Taita Dius sutipa kaskata justisiag kaskamanda,32 A pesar de que ellos reconocen el justo juicio de Dios que los que practican tales cosas son dignos de muerte no sólo las hacen sino que también se complacen en los que las practican.
<CAP>,Capítulo 2
1 Chimandami kam pi kaspapas mana sug runakunata ningapa  chaiá: “Jiru ruragmi kangi”. Kasa iuiarii: kam kikinpas chi runakuna  ruranakuskasinallatata ruragmi kangi. Chimanda paikunata chasa nispa  kagpi kam kikinta Taita Diusmi justisianga.,1 Por lo tanto no tienes excusa oh hombre no importa quién seas tú que juzgas; porque en lo que juzgas a otro te condenas a ti mismo pues tú que juzgas haces lo mismo.
2 Iachanchimi Taita Dius chasa  jiru ruranakuskata diltudupa ninama sitaura imasa sutipa kaskata justisiai  ruradur kagta.,2 Pero sabemos que el juicio de Dios es según verdad contra los que practican tales cosas.
3 Chimanda kampas sugkunata: “Jiru ruragmi kangi” nispa  kam kikin chasallata rurag kaspapas ¿imasatak iuiakungi Taita Dius mana  kamtapas diltudupa ninama sitangapa kagta?,3 Oh hombre que juzgas a los que practican tales cosas y haces lo mismo ¿supones que escaparás del juicio de Dios?
4 Taita Dius iapa suma kuiaspa  mana utkalla piñarig kagmanda chasataka ¿manachu munakungi? ¿Manachu  iachangi Taita Dius chasa kamta kuiaspa kaiakugta kam jiru ruraikunata  sakispa paiwa tukugsamungapa?,4 ¿O menosprecias las riquezas de su bondad paciencia y magnanimidad ignorando que la bondad de Dios te guía al arrepentimiento?
5 Chasa kaiakugpipas kamba iuiai muruchu  rumisina kaspa mana paiwa tukungapa munangi. Chimanda Taita Diusta  rabiachiskata pai rabiarispa alli justisiangapa kawachirig puncha chaiaurapa  wakachirigsinami rurakungi.,5 Pero por tu dureza y por tu corazón no arrepentido acumulas sobre ti mismo ira para el día de la ira y de la revelación del justo juicio de Dios.
6 Chiurami Taita Dius tukuikunata imasa  ruraskasina allilla u mana allilla kaskata kawachingapa ka.,6 El recompensará a cada uno conforme a sus obras:
7 Maikanpas  alli ruraikunata mana sakispalla suma puncha luarpi diltudupa kagringapa  maskagkunataka: “Allimi kangi” nispa mana puchukaridiru suma kaugsaitami  karangapa ka.,7 vida eterna a los que por su perseverancia en las buenas obras buscan gloria honra e incorrupción;
8 Ikuti maikanpas kikinmandalla iuiarispa sutipa willaskata  mana uiaspa jiru ruragkunawaka askurinti iapa rabiarispami kangapa ka.,8 pero enojo e ira a los que son contenciosos y no obedecen a la verdad sino que obedecen a la injusticia;
9 Tukui jiru ruragkunapa almakunaka iapa llakispa irkimi kangapa kankuna.  Ñugpa judiukuna; nispaka mana judíu kagkunapasmi chasallata llakispa  kangapa kankuna.,9 tribulación y angustia sobre toda persona que hace lo malo (el judío primero y también el griego);
10 Ikuti tukui allilla ruragkunataka: “Allimi kangi” nispa  karangapami ka suma puncha luarpi sumaglla kaugsagringapa. Ñugpa  judiukunata; nispaka mana judíu kagkunatapasmi chasallata karangapa ka.,10 pero gloria honra y paz a cada uno que hace el bien (al judío primero y también al griego).
11 Taita Diuspa ñawipi ñi pipas mana tianchu sug rigcha.,11 Pues no hay distinción de personas delante de Dios.
12 Chimanda  Moisés ima rurangapa willaskata mana iachaspalla jiru ruragkunaka Moisés  willaskapi ima niraiaskamanda mana justisiai tukuspami puchukaringapa  kankuna. Moisés willaskata iachaspapas jiru ruragkunaka Moisés willaskapi  ima niraiaskamanda justisiai tukuspami chasallata diltudupa ninama sitai  tukungapa kankuna.,12 Así que todos los que pecaron sin la ley sin la ley también perecerán; y todos los que pecaron teniendo la ley por la ley serán juzgados.
13 Moisés ima willaskata uiaspapas mana ruragta Taita  Dius mana ningapa kanchu: “Kam mana pandarigmi kangi”. Moisés willaskata  uiaspa allilla ruragkunami allillapi kankuna.,13 Porque no son los oidores de la ley los que son justos delante de Dios sino que los hacedores de la ley serán justificados.
